   DATE        X           sigmaX     Y         sigmaY
48486.0000      0.361      0.251      0.229      0.192 
48487.0000      0.359      0.330      0.069      0.205 
48488.0000      0.212      0.384     -0.078      0.214 
48489.0000      0.086      0.326     -0.107      0.199 
48490.0000     -0.058      0.261     -0.103      0.183 
48491.0000     -0.134      0.240     -0.135      0.175 
48492.0000     -0.150      0.227     -0.179      0.166 
48493.0000     -0.126      0.212     -0.205      0.155 
48494.0000     -0.063      0.200     -0.192      0.146 
48495.0000      0.148      0.214     -0.010      0.148 
48496.0000      0.411      0.259      0.269      0.160 
48497.0000      0.422      0.296      0.356      0.169 
48498.0000     -0.025      0.310      0.082      0.166 
48499.0000     -0.393      0.301     -0.170      0.165 
48500.0000     -0.455      0.271     -0.226      0.169 
48501.0000     -0.371      0.236     -0.181      0.172 
48502.0000     -0.267      0.210     -0.092      0.174 
48503.0000     -0.296      0.185     -0.028      0.169 
48504.0000     -0.301      0.161      0.031      0.163 
48505.0000     -0.240      0.159      0.034      0.162 
48506.0000     -0.152      0.162      0.024      0.162 
48507.0000     -0.075      0.163      0.070      0.162 
48508.0000     -0.029      0.164      0.170      0.163 
48509.0000     -0.028      0.165      0.280      0.164 
48510.0000     -0.176      0.162      0.413      0.162 
48511.0000     -0.373      0.158      0.495      0.158 
48512.0000     -0.520      0.154      0.450      0.155 
48513.0000     -0.536      0.157      0.183      0.158 
48514.0000     -0.417      0.165     -0.022      0.164 
48515.0000     -0.203      0.179     -0.070      0.172 
48516.0000     -0.003      0.190     -0.048      0.179 
48517.0000      0.022      0.186     -0.052      0.175 
48518.0000     -0.013      0.181     -0.033      0.169 
48519.0000     -0.088      0.176      0.007      0.163 
48520.0000     -0.194      0.196      0.106      0.167 
48521.0000     -0.299      0.235      0.219      0.178 
48522.0000     -0.372      0.274      0.307      0.188 
48523.0000     -0.374      0.311      0.330      0.197 
48524.0000     -0.253      0.432      0.243      0.223 
48525.0000     -0.111      0.555      0.123      0.250 
48526.0000     -0.044      0.525     -0.020      0.245 
48527.0000     -0.030      0.434     -0.155      0.224 
48528.0000     -0.042      0.325     -0.256      0.199 
48529.0000     -0.067      0.241     -0.296      0.179 
48530.0000     -0.081      0.198     -0.177      0.168 
48531.0000     -0.054      0.175      0.246      0.159 
48532.0000     -0.078      0.155      0.360      0.151 
48533.0000     -0.192      0.149     -0.112      0.150 
48534.0000     -0.284      0.151     -0.488      0.152 
48535.0000     -0.306      0.158     -0.487      0.156 
48536.0000     -0.281      0.166     -0.293      0.161 
48537.0000     -0.221      0.171     -0.058      0.164 
48538.0000     -0.133      0.165     -0.013      0.162 
48539.0000     -0.041      0.157      0.022      0.159 
48540.0000      0.038      0.151      0.047      0.157 
48541.0000      0.035      0.156      0.081      0.159 
48542.0000     -0.007      0.164      0.105      0.162 
48543.0000     -0.051      0.171      0.099      0.165 
48544.0000     -0.069      0.174      0.037      0.166 
48545.0000     -0.069      0.171     -0.044      0.164 
48546.0000     -0.173      0.170      0.115      0.164 
48547.0000     -0.170      0.172      0.097      0.165 
48548.0000     -0.102      0.174     -0.041      0.166 
48549.0000     -0.079      0.178     -0.098      0.168 
48550.0000     -0.164      0.185     -0.067      0.173 
48551.0000     -0.284      0.196     -0.009      0.180 
48552.0000     -0.173      0.209      0.064      0.187 
48553.0000      0.297      0.244      0.250      0.209 
48554.0000      0.556      0.285      0.404      0.233 
48555.0000     -0.095      0.269      0.362      0.220 
48556.0000     -0.558      0.241      0.228      0.202 
48557.0000     -0.302      0.220      0.110      0.191 
48558.0000      0.031      0.201      0.067      0.181 
48559.0000      0.056      0.189      0.138      0.174 
48560.0000      0.013      0.185      0.128      0.172 
48561.0000     -0.069      0.182      0.059      0.170 
48562.0000     -0.164      0.178     -0.015      0.169 
48563.0000     -0.226      0.179     -0.010      0.170 
48564.0000     -0.250      0.183      0.055      0.174 
48565.0000     -0.230      0.186      0.115      0.177 
48566.0000     -0.111      0.186      0.107      0.177 
48567.0000      0.039      0.187      0.076      0.178 
48568.0000      0.194      0.187      0.033      0.178 
48569.0000      0.327      0.188     -0.012      0.179 
48570.0000      0.328      0.183     -0.036      0.175 
48571.0000      0.249      0.174     -0.042      0.167 
48572.0000      0.155      0.163     -0.031      0.158 
48573.0000      0.065      0.156      0.000      0.152 
48574.0000      0.022      0.164      0.106      0.159 
48575.0000      0.011      0.177      0.215      0.170 
48576.0000      0.033      0.188      0.280      0.179 
48577.0000      0.200      0.197      0.160      0.188 
48578.0000      0.342      0.207     -0.007      0.200 
48579.0000      0.232      0.215     -0.043      0.209 
48580.0000     -0.212      0.221      0.121      0.217 
48581.0000     -0.293      0.248      0.105      0.240 
48582.0000     -0.074      0.290     -0.051      0.276 
48583.0000      0.092      0.294     -0.128      0.278 
48584.0000      0.138      0.271     -0.097      0.255 
48585.0000      0.142      0.245     -0.037      0.229 
48586.0000      0.112      0.231      0.024      0.215 
48587.0000      0.053      0.254      0.050      0.228 
48588.0000     -0.021      0.275      0.063      0.241 
48589.0000     -0.141      0.256      0.012      0.226 
48590.0000     -0.243      0.228     -0.047      0.206 
48591.0000     -0.281      0.207     -0.078      0.190 
48592.0000     -0.268      0.201     -0.051      0.185 
48593.0000      0.104      0.220      0.077      0.196 
48594.0000      0.636      0.233      0.216      0.205 
48595.0000      0.161      0.217      0.183      0.191 
48596.0000     -0.164      0.217      0.129      0.186 
48597.0000     -0.222      0.229      0.083      0.183 
48598.0000     -0.179      0.244      0.041      0.180 
48599.0000     -0.043      0.257      0.017      0.178 
48600.0000      0.223      0.271      0.052      0.177 
48601.0000      0.530      0.316      0.116      0.179 
48602.0000      0.177      0.275     -0.141      0.174 
48603.0000     -0.023      0.248     -0.176      0.173 
48604.0000      0.087      0.226      0.061      0.175 
48605.0000      0.244      0.204      0.316      0.176 
48606.0000      0.165      0.198      0.286      0.181 
48607.0000     -0.006      0.197      0.149      0.189 
48608.0000     -0.168      0.210      0.053      0.210 
48609.0000     -0.267      0.224     -0.017      0.232 
48610.0000     -0.183      0.217     -0.046      0.226 
48611.0000     -0.004      0.201     -0.055      0.209 
48612.0000      0.159      0.194     -0.093      0.203 
48613.0000      0.269      0.191     -0.142      0.203 
48614.0000      0.276      0.188     -0.091      0.199 
48615.0000      0.165      0.180      0.085      0.184 
48616.0000      0.009      0.170      0.283      0.165 
48617.0000     -0.152      0.161      0.447      0.149 
48618.0000     -0.199      0.160      0.357      0.148 
48619.0000     -0.184      0.162      0.149      0.152 
48620.0000     -0.146      0.164     -0.073      0.156 
48621.0000     -0.098      0.165     -0.238      0.158 
48622.0000     -0.056      0.160     -0.226      0.150 
48623.0000     -0.013      0.155     -0.160      0.144 
48624.0000      0.036      0.152     -0.059      0.139 
48625.0000      0.124      0.157      0.109      0.146 
48626.0000      0.211      0.165      0.270      0.159 
48627.0000      0.259      0.173      0.355      0.170 
48628.0000      0.231      0.178      0.279      0.177 
48629.0000      0.109      0.187      0.016      0.186 
48630.0000      0.046      0.206      0.092      0.209 
48631.0000      0.045      0.237      0.428      0.244 
48632.0000      0.068      0.328      0.508      0.356 
48633.0000      0.104      0.509      0.361      0.580 
48634.0000      0.142      0.723      0.126      0.846 
48635.0000      0.161      0.851     -0.091      1.004 
48636.0000      0.103      0.743     -0.067      0.866 
48637.0000      0.038      0.581     -0.011      0.659 
48638.0000     -0.021      0.425      0.051      0.459 
48639.0000     -0.058      0.327      0.096      0.333 
48640.0000     -0.025      0.284     -0.001      0.284 
48641.0000      0.039      0.247     -0.100      0.247 
48642.0000      0.100      0.227     -0.046      0.226 
48643.0000      0.140      0.237      0.218      0.233 
48644.0000      0.051      0.224      0.305      0.217 
48645.0000     -0.127      0.195      0.214      0.183 
48646.0000     -0.169      0.185      0.107      0.173 
48647.0000     -0.109      0.179      0.016      0.168 
48648.0000     -0.027      0.172     -0.044      0.164 
48649.0000      0.008      0.169     -0.032      0.162 
48650.0000     -0.031      0.172      0.065      0.164 
48651.0000      0.179      0.168      0.025      0.159 
48652.0000      0.538      0.161     -0.114      0.150 
48653.0000      0.626      0.164     -0.202      0.154 
48654.0000      0.501      0.174     -0.226      0.165 
48655.0000      0.315      0.182     -0.200      0.176 
48656.0000      0.159      0.189     -0.109      0.182 
48657.0000      0.105      0.199      0.041      0.187 
48658.0000      0.094      0.222     -0.006      0.204 
48659.0000      0.057      0.251     -0.114      0.225 
48660.0000     -0.128      0.316     -0.010      0.277 
48661.0000     -0.115      0.434      0.031      0.365 
48662.0000      0.095      0.602     -0.058      0.488 
48663.0000      0.108      0.783     -0.100      0.621 
48664.0000     -0.281      1.158      0.005      0.900 
48665.0000     -0.121      1.806      0.028      1.448 
48666.0000      0.193      2.305      0.009      1.866 
48667.0000      0.183      1.863      0.008      1.432 
48668.0000      0.096      1.675      0.001      1.311 
48669.0000     -0.012      1.597     -0.007      1.374 
48670.0000     -0.103      1.508      0.004      1.412 
48671.0000     -0.063      1.298      0.098      1.216 
48672.0000      0.017      0.961      0.200      0.902 
48673.0000      0.114      0.607      0.283      0.573 
48674.0000      0.207      0.368      0.319      0.350 
48675.0000      0.270      0.282      0.216      0.270 
48676.0000      0.285      0.226      0.053      0.217 
48677.0000      0.222      0.189     -0.101      0.183 
48678.0000      0.076      0.174     -0.208      0.168 
48679.0000      0.060      0.164     -0.131      0.158 
48680.0000      0.138      0.153      0.051      0.147 
48681.0000      0.212      0.156      0.066      0.149 
48682.0000      0.261      0.167     -0.031      0.159 
48683.0000      0.278      0.178     -0.127      0.168 
48684.0000      0.241      0.186     -0.139      0.175 
48685.0000      0.135      0.200     -0.019      0.185 
48686.0000     -0.013      0.234     -0.063      0.210 
48687.0000     -0.167      0.293     -0.247      0.253 
48688.0000     -0.262      0.349     -0.416      0.294 
48689.0000     -0.139      0.347     -0.235      0.288 
48690.0000      0.094      0.321      0.069      0.263 
48691.0000      0.296      0.313      0.145      0.250 
48692.0000      0.373      0.357     -0.116      0.266 
48693.0000      0.123      0.460     -0.101      0.310 
48694.0000     -0.044      0.474     -0.032      0.316 
48695.0000      0.062      0.369     -0.040      0.269 
48696.0000      0.230      0.300      0.064      0.234 
48697.0000      0.350      0.235      0.201      0.196 
48698.0000      0.294      0.183      0.170      0.167 
48699.0000     -0.045      0.170     -0.163      0.170 
48700.0000     -0.216      0.162     -0.320      0.169 
48701.0000     -0.103      0.160     -0.190      0.162 
48702.0000      0.100      0.157      0.017      0.156 
48703.0000      0.201      0.150      0.079      0.147 
48704.0000      0.233      0.136      0.038      0.133 
48705.0000      0.276      0.127     -0.014      0.123 
48706.0000      0.395      0.128     -0.023      0.125 
